param L:= 10; #Number of shipping centres
param P:= 180; #Number of packages to be shipped
param V:= 120; #Number of vehicle types
param K:= 18; #number of pairs of incompatible packages
param I: 1    2:=
	1  41  93
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[33,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[34,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[35,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[36,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[37,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[38,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[39,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[40,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[41,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[42,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[43,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[44,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[45,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[46,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[47,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0  

[48,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[49,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[50,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[51,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[52,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[53,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[54,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[55,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[56,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[57,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[58,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[59,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[60,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[61,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[62,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[63,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[64,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[65,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[66,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[67,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[68,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[69,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[70,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[71,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[72,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[73,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[74,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[75,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[76,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[77,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[78,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[79,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[80,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[81,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[82,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
	 5    111	101	67	83	0	47	139	135	34	145
	 6    70	115	74	46	47	0	122	143	17	116
	 7    165	81	195	84	139	122	0	70	117	41
	 8    204	36	202	123	135	143	70	0	131	110
	 9    86	101	78	50	34	17	117	131	0	116
	10    142	114	190	70	145	116	41	110	116	0   

[83,*,*]:    1     2     3     4     5     6      7     8     9     10:=
       1    0	181	93	83	111	70	165	204	86	142
	 2    181	0	169	105	101	115	81	36	101	114
	 3    93	169	0	120	67	74	195	202	78	190
	 4    83	105	120	0	83	46	84	123	50	70
